Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Date,Time,Payment,cogs,Rating
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,3/22/2019,18:33,Cash,222.12,4.5
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,2/9/2019,10:02,Ewallet,21.58,7.2
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,2/15/2019,11:21,Cash,98.84,8.4
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,1/23/2019,12:10,Ewallet,502.62,5.4
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,1/25/2019,11:40,Cash,160.2,9.7
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,2/2/2019,18:31,Credit card,431.3,5.5
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,3/30/2019,17:58,Cash,580.56,4.6
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,3/30/2019,17:04,Cash,322.2,6.6
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,2/25/2019,20:35,Credit card,195.54,6.3
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,3/18/2019,16:10,Credit card,166.3,4.2
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,3/7/2019,16:54,Ewallet,336.28,4.4
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,3/16/2019,10:11,Ewallet,343.7,6.7
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1/29/2019,11:26,Ewallet,38.6,6.7
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,2/2/2019,20:29,Cash,527.76,8.4
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,2/15/2019,12:12,Cash,328.0,6.2
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,1/8/2019,13:05,Ewallet,185.7,5.0
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,2/12/2019,16:19,Cash,603.8,6.0
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,1/1/2019,19:48,Credit card,369.8,7.0
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,3/21/2019,15:25,Ewallet,197.96,6.6
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,2/28/2019,14:42,Cash,410.9,7.3
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,3/23/2019,18:59,Ewallet,148.6,8.3
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1/30/2019,20:47,Cash,22.96,4.3
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,2/4/2019,13:21,Ewallet,699.12,9.8
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3/13/2019,19:48,Ewallet,69.4,8.2
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,3/15/2019,18:20,Credit card,196.6,7.2
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,3/5/2019,20:24,Ewallet,202.56,8.7
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,3/5/2019,13:44,Credit card,121.2,8.4
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,2/26/2019,11:48,Ewallet,199.78,7.1
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,3/20/2019,14:14,Cash,607.36,5.5
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,1/1/2019,15:51,Cash,126.44,8.5
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,1/27/2019,11:17,Cash,541.44,6.2
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,1/21/2019,17:36,Cash,98.13,8.9
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,2/2/2019,15:47,Cash,412.16,9.6
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,2/3/2019,15:53,Credit card,73.97,5.4
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1/5/2019,12:40,Ewallet,31.9,9.1
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,1/27/2019,19:48,Ewallet,138.8,9.0
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,3/25/2019,17:53,Cash,186.62,6.3
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,2/25/2019,16:36,Credit card,88.45,9.5
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,1/28/2019,20:54,Ewallet,193.44,9.8
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,1/8/2019,12:50,Cash,145.5,6.7
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,1/29/2019,10:48,Credit card,504.3,7.7
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,3/29/2019,14:28,Cash,306.45,7.0
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,2/9/2019,17:15,Credit card,95.7,5.1
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,1/16/2019,18:03,Credit card,635.18,6.2
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,1/5/2019,17:29,Ewallet,214.55,6.1
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,1/27/2019,18:05,Ewallet,379.96,9.3
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,3/14/2019,12:07,Cash,696.85,7.6
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,2/23/2019,19:49,Credit card,408.73,8.2
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,3/18/2019,15:52,Ewallet,51.47,8.5
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,3/29/2019,16:48,Ewallet,274.3,9.8
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,1/22/2019,20:46,Credit card,196.95,8.7
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3/1/2019,18:14,Ewallet,69.46,9.7
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,1/17/2019,15:05,Credit card,359.6,4.3
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,3/26/2019,10:34,Credit card,137.13,7.7
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,3/20/2019,11:23,Cash,499.02,7.3
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,2/6/2019,13:55,Credit card,224.64,5.9
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,1/1/2019,11:43,Cash,125.74,5.0
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,1/27/2019,14:36,Credit card,490.26,8.0
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,2/25/2019,16:03,Ewallet,457.05,7.1
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,1/16/2019,20:03,Credit card,156.84,9.0
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,1/13/2019,14:55,Ewallet,119.72,6.7
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,2/7/2019,11:28,Credit card,543.6,6.1
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,2/17/2019,19:41,Cash,882.81,9.3
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,2/12/2019,19:01,Ewallet,152.58,7.0
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,1/24/2019,18:04,Credit card,693.44,7.2
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,2/6/2019,19:20,Ewallet,229.5,8.2
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,3/26/2019,10:31,Ewallet,146.79,8.4
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,3/11/2019,13:28,Ewallet,141.6,6.2
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,2/7/2019,11:36,Ewallet,116.69,7.4
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,1/5/2019,11:32,Credit card,73.96,5.0
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,3/7/2019,11:44,Ewallet,97.94,6.9
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,2/25/2019,17:16,Credit card,292.2,4.9
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,2/1/2019,18:43,Ewallet,524.88,5.1
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,1/22/2019,11:00,Ewallet,92.04,9.1
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,1/3/2019,10:30,Credit card,75.88,7.1
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,2/13/2019,12:14,Credit card,80.72,5.0
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,1/28/2019,16:43,Credit card,112.62,5.5
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,1/5/2019,20:40,Credit card,71.2,9.2
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,3/19/2019,13:40,Ewallet,155.24,4.9
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,1/12/2019,16:23,Ewallet,294.2,8.9
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,1/7/2019,12:08,Credit card,548.55,6.0
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,1/26/2019,17:45,Cash,257.7,4.2
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,1/23/2019,10:28,Cash,396.36,7.3
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,2/9/2019,20:31,Ewallet,171.81,6.5
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,2/22/2019,10:49,Cash,488.79,8.9
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,2/5/2019,12:34,Cash,524.16,9.7
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,3/7/2019,10:23,Credit card,133.26,8.6
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,3/25/2019,18:51,Cash,135.24,6.9
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,1/20/2019,13:45,Credit card,112.44,7.7
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,2/4/2019,19:38,Cash,144.08,9.5
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,1/30/2019,20:23,Ewallet,985.2,4.5
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,1/2/2019,15:24,Ewallet,249.96,5.6
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,3/29/2019,16:54,Ewallet,217.26,8.2
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,3/14/2019,12:32,Cash,194.22,7.3
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,2/11/2019,15:42,Credit card,892.0,4.4
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,1/30/2019,13:58,Ewallet,339.36,5.7
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,3/20/2019,15:08,Ewallet,447.06,5.0
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,3/20/2019,13:02,Cash,198.5,9.0
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,1/17/2019,13:01,Credit card,812.1,6.3
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,2/3/2019,16:40,Credit card,493.3,9.4
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,1/1/2019,13:55,Cash,591.66,7.7
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,1/10/2019,10:33,Credit card,559.02,5.5
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,3/2/2019,16:42,Ewallet,517.86,4.1
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,2/25/2019,17:16,Credit card,410.2,7.6
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,1/29/2019,11:48,Cash,266.7,8.6
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,3/10/2019,19:35,Ewallet,70.91,8.3
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,1/13/2019,19:55,Credit card,144.78,8.1
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,3/22/2019,14:33,Credit card,429.55,8.6
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,3/1/2019,19:49,Ewallet,569.17,6.3
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,2/20/2019,18:43,Cash,241.2,5.8
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,1/14/2019,14:43,Ewallet,127.08,6.2
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,3/26/2019,13:54,Cash,257.08,7.7
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,3/1/2019,12:15,Ewallet,139.02,8.1
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,1/7/2019,12:37,Cash,81.66,7.3
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,2/1/2019,19:54,Cash,310.72,8.4
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,2/13/2019,15:06,Credit card,185.96,8.0
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,1/14/2019,18:03,Credit card,72.32,9.5
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,1/19/2019,15:58,Ewallet,189.18,7.0
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,3/9/2019,13:53,Credit card,206.84,9.8
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,3/27/2019,14:03,Cash,157.02,9.2
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,2/4/2019,16:38,Ewallet,215.3,7.7
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,3/14/2019,11:07,Cash,596.1,5.3
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,3/4/2019,12:23,Cash,73.1,4.4
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,3/3/2019,10:54,Credit card,279.18,4.3
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,1/27/2019,17:38,Ewallet,169.68,9.4
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,2/7/2019,14:13,Cash,45.58,9.8
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,2/5/2019,11:51,Ewallet,225.6,4.8
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,3/15/2019,13:05,Cash,290.4,5.3
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,3/1/2019,11:30,Credit card,44.46,8.7
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,2/15/2019,13:30,Credit card,156.6,9.5
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,2/17/2019,19:11,Ewallet,419.94,5.3
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,1/26/2019,18:53,Cash,184.25,9.2
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,3/24/2019,14:22,Ewallet,140.64,9.6
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,1/23/2019,17:16,Ewallet,83.08,6.4
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,1/26/2019,10:06,Credit card,64.99,4.5
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,3/14/2019,20:35,Ewallet,775.6,6.9
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,3/17/2019,13:54,Ewallet,327.06,7.8
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,1/8/2019,20:08,Cash,363.23,4.5
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,2/8/2019,15:26,Cash,127.0,8.6
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,2/10/2019,12:56,Ewallet,375.55,5.2
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,3/28/2019,19:16,Credit card,199.16,6.4
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1/23/2019,12:20,Ewallet,30.61,5.2
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,1/17/2019,10:37,Ewallet,115.78,8.9
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,2/7/2019,10:18,Credit card,28.96,6.2
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,3/9/2019,11:23,Cash,890.73,6.7
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,1/24/2019,11:45,Cash,279.66,7.2
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,1/19/2019,16:08,Credit card,80.93,9.0
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,2/3/2019,11:25,Ewallet,674.5,4.2
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,3/20/2019,12:24,Ewallet,348.48,4.2
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,1/13/2019,19:51,Cash,435.6,6.9
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,3/14/2019,18:10,Ewallet,439.55,4.4
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,1/23/2019,11:22,Credit card,591.18,4.0
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,2/7/2019,17:55,Ewallet,260.76,8.5
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,3/28/2019,15:30,Credit card,215.04,9.2
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,3/20/2019,19:44,Cash,91.61,9.8
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,1/17/2019,15:27,Credit card,662.13,4.9
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,1/12/2019,11:25,Credit card,832.5,4.4
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,2/16/2019,15:42,Cash,91.35,6.8
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,1/26/2019,16:04,Cash,157.76,9.1
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,3/9/2019,12:37,Ewallet,121.74,8.7
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,3/14/2019,14:41,Cash,825.8,5.0
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,1/25/2019,14:19,Ewallet,159.9,7.5
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,1/26/2019,18:19,Credit card,12.09,8.2
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,1/19/2019,14:08,Credit card,641.9,6.7
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,3/5/2019,16:38,Ewallet,234.93,5.4
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,1/15/2019,10:54,Credit card,167.54,7.0
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,3/18/2019,11:29,Ewallet,299.1,4.7
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3,3/20/2019,19:28,Credit card,239.73,5.0
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,1/15/2019,15:01,Credit card,664.7,5.0
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,3/3/2019,20:31,Credit card,202.65,6.0
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,3/19/2019,12:16,Cash,46.2,6.3
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,3/8/2019,15:27,Cash,88.15,8.5
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,2/27/2019,17:36,Ewallet,157.26,7.5
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3,2/23/2019,20:00,Ewallet,296.37,6.4
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,3/19/2019,15:29,Ewallet,708.4,4.7
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2,3/27/2019,15:08,Ewallet,111.34,6.0
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52,8,3/30/2019,19:26,Credit card,580.16,4.0
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,2/16/2019,15:53,Ewallet,60.25,5.5
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,1/18/2019,18:43,Ewallet,174.24,8.7
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,3/30/2019,14:58,Cash,421.26,7.4
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,3/20/2019,19:55,Cash,33.63,5.6
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49,2,1/16/2019,15:10,Cash,30.98,6.3
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,2/24/2019,16:44,Cash,247.4,7.1
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,1/15/2019,18:22,Ewallet,378.3,7.8
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,1/22/2019,11:52,Cash,334.86,9.9
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,2/3/2019,17:24,Cash,727.8,7.3
149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9,3/6/2019,15:31,Ewallet,335.88,5.1
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,2/16/2019,18:04,Credit card,240.72,9.4
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,3/14/2019,14:13,Credit card,47.07,5.8
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,2/27/2019,10:23,Credit card,99.69,8.0
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,1/18/2019,10:11,Ewallet,264.45,7.9
816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,1/29/2019,15:48,Cash,139.65,5.9
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,2/26/2019,17:46,Credit card,55.45,4.9
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,2/3/2019,11:46,Cash,128.91,9.3
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14,7,1/16/2019,12:07,Credit card,119.98,7.9
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,3/24/2019,18:14,Credit card,352.5,5.9
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,2/12/2019,14:45,Credit card,871.0,9.9
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,2/21/2019,11:39,Cash,197.6,7.7
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,2/4/2019,15:44,Ewallet,194.52,7.6
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,2/20/2019,13:06,Ewallet,173.22,7.7
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,2/23/2019,20:43,Ewallet,71.88,6.4
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,2/16/2019,14:19,Ewallet,286.26,4.4
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,1/17/2019,10:01,Credit card,81.24,4.1
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,1/14/2019,19:30,Ewallet,560.4,4.4
642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,3/30/2019,16:34,Cash,186.8,5.5
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,3/2/2019,13:10,Ewallet,220.23,4.0
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,2/15/2019,17:10,Credit card,269.12,9.3
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,3/1/2019,10:22,Credit card,454.8,4.8
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,2/24/2019,19:57,Cash,167.54,4.6
752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,2/19/2019,19:29,Credit card,448.56,7.3
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,2/23/2019,18:30,Cash,293.88,6.0
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,2/7/2019,14:27,Ewallet,589.5,8.1
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,1/11/2019,13:57,Ewallet,291.0,9.4
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,2/12/2019,19:43,Cash,39.48,6.5
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,1/14/2019,10:11,Credit card,34.81,7.0
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,1/9/2019,13:46,Ewallet,295.92,7.1
105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,2/27/2019,12:22,Ewallet,42.96,6.6
510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,1/24/2019,19:20,Ewallet,138.48,4.9
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,1/8/2019,12:58,Credit card,98.2,6.4
767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83,2,1/8/2019,11:59,Credit card,129.66,8.0
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,1/16/2019,17:59,Cash,635.6,4.3
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.88,2,3/13/2019,12:51,Cash,145.76,6.1
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,2/15/2019,10:36,Cash,201.3,7.5
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,1/25/2019,13:38,Cash,631.71,6.7
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,3/12/2019,19:39,Ewallet,385.28,5.2
689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,3/4/2019,12:44,Cash,486.3,8.8
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,2/10/2019,13:56,Cash,513.66,9.5
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,1/16/2019,14:42,Cash,473.4,7.6
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,1/29/2019,19:45,Cash,436.85,6.6
182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04,4,1/1/2019,20:26,Ewallet,108.16,6.9
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,1/6/2019,19:46,Ewallet,248.76,4.3
868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,2/19/2019,19:38,Credit card,626.22,7.8
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,1/12/2019,16:18,Ewallet,975.0,8.0
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,2/7/2019,12:23,Ewallet,483.28,9.6
