date,store_nbr,customers
11-03-2016,8,2844
16-09-2013,45,3152
15-04-2014,25,877
17-03-2014,5,1626
02-01-2017,6,2268
11-05-2016,12,1144
07-09-2013,2,2070
26-04-2014,31,1605
28-09-2014,35,636
11-06-2017,54,1172
16-10-2013,24,2525
01-02-2015,41,1468
04-06-2017,18,1422
02-05-2017,32,610
24-03-2014,39,1348
08-02-2017,17,1337
22-04-2013,34,2596
30-12-2016,9,2662
26-03-2013,13,894
13-06-2013,37,1412
22-05-2014,51,1456
29-12-2014,48,4165
30-05-2013,25,603
11-05-2017,49,2859
29-05-2015,24,2673
22-12-2015,46,6143
29-10-2016,37,1431
21-03-2017,31,1435
09-07-2013,26,654
08-04-2016,24,2345
18-09-2013,34,2169
17-08-2014,26,741
15-04-2015,5,1449
07-03-2017,51,1437
09-06-2013,54,1333
30-07-2016,4,1593
16-05-2015,30,740
21-07-2016,45,3051
20-09-2014,28,1328
08-09-2013,51,1877
15-05-2016,45,4264
25-08-2015,34,2040
23-10-2016,37,1112
24-11-2015,25,594
27-02-2017,8,2062
29-03-2017,25,999
03-05-2013,32,676
28-01-2014,31,1260
17-07-2017,30,740
06-07-2014,15,1082
19-06-2013,31,1029
03-05-2017,26,588
02-06-2015,10,1146
04-08-2015,51,1583
03-03-2013,13,1029
12-02-2016,5,1421
12-08-2016,9,1976
21-06-2015,33,1176
03-09-2015,37,1308
26-04-2016,10,901
21-08-2014,33,1058
19-06-2016,54,1238
10-06-2015,34,1882
16-05-2016,26,493
23-01-2015,18,1190
05-05-2014,31,1340
21-09-2016,13,769
24-01-2013,35,511
14-02-2017,40,1726
11-06-2017,52,2652
19-02-2015,53,719
23-08-2013,30,685
13-07-2015,39,1346
10-08-2015,20,1870
05-05-2017,51,1649
05-03-2015,47,3476
20-03-2015,25,1254
13-04-2017,47,4128
30-01-2017,31,1067
13-04-2015,28,1044
08-01-2017,49,3578
13-10-2014,25,697
29-10-2014,26,515
02-05-2015,13,1605
26-12-2015,15,1419
01-04-2013,38,1690
30-07-2014,28,907
12-02-2017,25,1068
28-03-2017,14,1300
29-12-2014,34,3202
21-08-2015,13,838
25-05-2014,37,1313
02-07-2017,54,1006
01-06-2014,51,2355
30-08-2014,10,1301
22-01-2015,1,1737
12-05-2013,37,1298
16-05-2015,6,2144
02-02-2013,23,1186
01-06-2013,15,1666
21-06-2013,24,2570
16-12-2015,49,3733
23-02-2013,34,2737
25-01-2017,39,1159
13-11-2014,35,546
24-12-2016,4,3221
11-12-2014,37,1821
03-06-2017,48,4037
02-12-2014,27,1397
19-05-2013,40,1198
25-01-2016,41,957
26-04-2017,33,775
15-04-2015,39,1173
25-03-2017,10,993
09-09-2015,40,1370
30-10-2014,50,2122
30-11-2013,51,1928
10-07-2013,7,1834
25-05-2013,8,2632
05-07-2017,23,1053
31-01-2015,8,2981
13-06-2013,4,1275
31-05-2013,8,2864
11-09-2013,46,3029
17-10-2014,37,1537
14-07-2017,24,2376
08-08-2015,11,2477
28-05-2016,27,1789
17-09-2013,33,1144
11-05-2016,26,424
16-11-2014,9,2439
01-04-2017,35,883
05-06-2014,45,3009
30-07-2013,33,1082
07-10-2013,34,2694
27-07-2015,29,996
13-09-2013,5,1414
21-03-2016,28,1069
24-03-2013,6,2188
16-03-2013,24,2593
21-02-2014,25,889
24-02-2015,48,2301
20-05-2015,38,1646
14-04-2016,23,910
21-07-2017,15,1397
16-04-2016,43,1126
12-09-2013,48,2199
28-11-2013,24,2113
27-11-2015,4,1422
30-07-2013,51,1505
18-04-2016,7,2327
16-10-2013,38,1484
21-02-2015,23,1047
25-06-2016,31,1373
01-09-2015,46,3496
10-10-2014,51,1533
06-07-2017,21,948
19-02-2013,17,1247
27-05-2014,50,2109
16-07-2016,24,2160
28-05-2013,40,1218
29-11-2014,9,2363
02-08-2016,3,2952
04-07-2015,3,3880
04-10-2014,53,792
07-10-2015,14,1389
16-08-2014,34,2950
11-02-2016,47,3440
18-02-2016,37,1360
19-06-2014,53,683
20-04-2016,36,1271
22-06-2014,5,1455
13-03-2013,11,2095
01-12-2013,14,1280
09-05-2013,40,1060
10-09-2014,26,514
06-06-2016,4,1325
17-05-2014,34,2777
28-11-2016,32,584
23-05-2017,30,820
12-08-2013,16,1117
18-10-2013,14,1253
09-08-2013,36,805
09-10-2014,41,820
05-01-2016,41,1113
01-10-2013,34,2625
21-02-2016,9,2073
03-02-2016,4,1463
12-07-2017,46,3122
19-02-2015,50,2448
24-11-2014,46,3028
04-03-2017,33,1000
05-06-2014,49,2168
27-10-2013,25,673
15-12-2015,54,854
14-09-2016,31,1056
14-02-2017,34,2715
05-08-2014,15,1382
23-07-2013,32,688
26-11-2014,54,664
12-06-2017,2,1660
14-09-2013,38,2201
04-05-2017,54,685
05-09-2015,43,1509
07-01-2015,3,3305
21-11-2016,15,1514
09-03-2016,49,2837
06-04-2016,3,2973
16-12-2016,15,1320
12-04-2017,21,869
26-05-2016,16,663
18-06-2017,14,1005
14-05-2016,20,1806
29-04-2015,17,1082
11-03-2014,25,807
27-07-2016,13,832
06-11-2014,18,1441
03-06-2016,25,863
14-03-2015,44,5344
18-01-2015,50,3167
09-09-2013,2,1901
02-12-2013,13,973
04-08-2015,3,3012
26-12-2015,14,1818
23-05-2017,22,686
02-12-2013,49,2300
23-07-2014,1,1868
13-08-2015,34,1523
30-11-2016,26,576
05-05-2013,7,1479
20-02-2016,30,738
13-03-2017,41,953
21-03-2016,31,1365
31-07-2015,54,804
01-02-2014,49,3173
11-11-2016,50,2410
05-06-2015,19,1172
18-03-2014,47,3204
10-03-2013,43,1138
20-10-2014,28,995
25-02-2014,28,1028
11-04-2015,31,1436
23-11-2016,35,566
21-11-2015,33,1011
25-07-2013,8,2548
21-12-2014,38,3191
15-10-2015,23,902
19-09-2013,39,1163
10-07-2013,13,944
02-03-2014,37,774
03-07-2015,44,4727
25-06-2016,46,3812
17-01-2014,8,2921
25-01-2013,34,2472
16-07-2015,18,1282
08-10-2016,44,5155
03-01-2013,32,727
15-11-2016,1,1811
02-10-2014,49,2295
23-03-2017,12,1200
08-04-2016,44,4346
05-06-2017,48,2691
29-03-2017,50,2114
26-06-2016,15,1002
29-10-2016,36,982
02-02-2017,39,1293
17-04-2015,39,1271
26-10-2015,45,2968
21-08-2015,12,1165
20-11-2015,39,1227
26-06-2014,44,3594
04-08-2015,1,1857
28-07-2015,25,679
30-04-2017,53,1207
16-11-2013,40,1254
06-10-2013,12,1342
02-06-2015,40,1633
25-01-2016,43,806
11-01-2013,44,3873
04-09-2016,9,2246
30-06-2015,44,3706
11-11-2013,39,1316
05-12-2013,51,1708
18-06-2014,43,1189
25-06-2015,33,899
07-12-2016,27,1543
08-02-2016,3,2733
23-02-2016,18,1319
14-07-2013,12,1094
24-09-2013,31,954
03-11-2014,36,1181
05-04-2015,4,1655
13-07-2014,40,1181
25-10-2016,14,1205
13-05-2016,7,2035
27-09-2016,36,1073
24-04-2015,11,2001
26-09-2014,27,1300
26-06-2016,30,658
23-07-2014,31,1135
29-11-2016,22,689
30-05-2015,38,2527
27-07-2013,6,2008
17-08-2016,29,1007
20-01-2016,9,1848
23-08-2014,24,2263
16-02-2014,16,1204
27-04-2017,20,1457
19-07-2016,13,812
28-06-2016,25,582
02-01-2017,16,864
15-01-2014,33,973
19-12-2014,45,4830
17-11-2014,50,2248
01-04-2013,41,904
10-07-2017,38,1432
23-09-2015,4,1502
17-04-2013,33,1092
08-06-2014,46,4823
07-05-2016,41,1681
20-05-2013,44,3695
12-01-2017,18,1124
09-02-2013,44,4133
31-10-2016,9,1902
10-06-2017,15,1362
03-03-2017,21,1039
11-03-2016,39,1255
12-11-2015,2,1815
19-06-2017,31,1309
13-10-2016,30,686
31-07-2014,37,1466
05-07-2016,27,1376
01-04-2016,7,1972
07-04-2015,29,1238
22-01-2013,11,2128
26-02-2014,37,1593
13-02-2014,36,1054
30-09-2015,17,1153
07-09-2013,14,2088
26-06-2015,11,2049
20-03-2015,29,2599
17-06-2016,45,3948
30-06-2013,49,2389
09-01-2015,11,2144
29-04-2017,22,961
10-08-2016,7,1693
09-06-2014,31,1294
26-05-2013,8,2421
06-02-2015,11,2163
30-03-2015,16,878
16-12-2015,12,1226
13-11-2015,1,1789
23-05-2017,25,713
18-07-2017,27,1438
10-11-2015,27,1344
10-11-2015,32,578
23-11-2013,28,1145
22-06-2013,28,1223
14-07-2015,4,1276
20-05-2015,11,1927
22-01-2016,6,1636
24-07-2014,39,1268
20-05-2017,47,4548
27-05-2016,16,701
23-02-2017,38,1446
20-10-2014,47,3364
18-02-2013,18,1285
22-06-2014,37,1287
10-08-2014,7,1312
04-04-2017,47,3695
01-11-2016,2,1793
26-11-2015,45,2915
11-04-2014,37,1585
03-12-2015,37,1455
22-05-2013,27,1133
01-04-2014,8,2921
11-06-2017,5,1212
04-10-2013,8,2902
31-10-2015,49,3426
15-01-2015,43,1140
01-11-2013,50,2216
24-03-2014,7,1815
05-03-2015,34,2321
20-02-2015,7,2004
18-10-2015,39,1580
23-06-2014,28,975
22-02-2017,7,1925
10-06-2015,19,1186
15-11-2015,10,1025
30-01-2016,35,854
10-08-2014,41,1288
24-12-2014,1,2800
30-04-2014,8,2932
18-08-2016,26,437
21-09-2016,22,642
16-07-2013,28,1143
03-07-2015,25,860
07-06-2015,41,1493
17-03-2017,54,787
29-06-2017,26,446
11-02-2016,15,1368
23-03-2013,50,3349
15-10-2016,49,3241
09-01-2013,14,1591
07-11-2015,10,1043
04-06-2014,8,2784
08-07-2017,25,1044
14-10-2015,37,1414
18-07-2017,31,1406
14-01-2015,48,2626
06-04-2017,3,2961
21-10-2015,53,729
28-03-2017,23,1018
23-04-2017,9,2247
16-07-2013,34,2327
31-01-2015,49,3405
27-03-2017,49,2798
23-02-2014,47,4152
01-10-2013,40,1250
19-03-2013,1,1728
05-03-2017,40,1023
11-04-2013,5,1402
19-01-2013,47,4377
19-02-2016,1,1856
13-04-2017,15,1399
12-02-2014,38,1800
23-01-2015,44,4074
18-06-2015,48,2512
04-04-2013,39,1311
06-08-2016,39,1548
05-09-2015,51,1890
20-07-2016,5,1333
27-11-2015,29,780
07-06-2017,20,1378
04-10-2013,48,2625
21-08-2013,12,1265
06-07-2015,12,1248
11-04-2017,12,1236
15-03-2016,23,980
28-02-2017,12,1135
14-07-2017,20,1373
22-01-2016,50,2192
30-11-2016,22,709
16-12-2014,30,805
25-09-2015,29,872
11-09-2014,28,973
06-10-2015,21,1104
05-02-2013,40,1151
09-08-2014,1,1216
01-12-2016,35,757
16-03-2016,32,607
16-03-2015,11,2171
27-08-2013,26,652
28-11-2014,38,1703
09-06-2017,25,842
10-08-2014,1,477
01-04-2016,22,760
27-01-2016,33,934
19-05-2016,49,2388
12-11-2016,8,3087
24-07-2016,4,1570
02-02-2016,31,1429
16-02-2014,12,1179
30-10-2013,12,1105
29-07-2015,27,1381
27-01-2014,25,731
30-11-2014,25,696
14-04-2017,3,3243
17-03-2013,14,1272
01-03-2015,16,1178
24-10-2015,51,1767
27-08-2015,49,2443
04-06-2015,46,3181
11-07-2015,54,981
29-09-2015,9,1650
02-06-2015,9,2199
07-08-2013,47,3519
25-02-2015,37,1696
07-01-2014,37,1466
29-06-2016,43,1003
27-05-2014,45,2983
01-08-2013,50,2661
24-12-2015,25,1329
16-11-2016,16,613
12-04-2014,12,1364
31-08-2014,46,5123
16-05-2014,26,680
26-10-2013,14,1872
24-11-2016,53,922
28-09-2013,5,1495
19-02-2016,40,1297
14-06-2015,54,1213
28-09-2014,54,1025
10-12-2016,16,788
05-04-2017,2,1938
07-02-2014,46,3415
01-02-2016,10,1001
28-10-2015,49,2651
01-11-2014,46,4602
16-05-2015,26,711
24-07-2013,19,1236
19-09-2014,18,1242
28-12-2016,45,4790
23-10-2013,16,834
23-01-2013,5,1461
08-04-2015,53,851
15-10-2013,15,1366
22-07-2016,29,943
10-09-2015,47,3295
12-09-2015,47,4365
05-06-2015,10,887
03-12-2013,5,1354
16-10-2015,40,1240
27-11-2016,12,1204
08-05-2017,23,940
29-04-2016,24,2399
14-09-2014,8,2854
13-02-2016,6,2235
21-06-2013,25,804
11-03-2016,32,645
05-02-2016,46,3204
13-06-2016,34,1997
31-07-2014,10,887
10-12-2015,26,575
08-08-2013,26,661
30-01-2017,44,3592
09-12-2013,13,890
19-01-2017,41,1188
03-01-2015,23,1126
04-06-2015,30,711
26-09-2015,6,2066
26-12-2016,43,1637
20-02-2014,26,542
03-04-2015,23,932
10-03-2015,38,1455
18-12-2016,6,2456
23-11-2014,9,2273
18-07-2017,18,1307
25-11-2016,50,3469
02-06-2013,24,2210
23-03-2013,27,1558
22-02-2015,19,1189
18-05-2013,13,1327
14-09-2015,14,1492
12-05-2013,35,596
24-09-2015,51,1412
09-12-2015,34,2059
25-02-2016,28,977
22-05-2017,31,1330
23-03-2017,7,1889
22-08-2016,9,1947
15-07-2016,41,995
27-05-2014,31,1077
05-07-2015,46,4944
06-02-2017,45,3748
03-09-2016,15,1305
03-08-2013,48,3800
19-04-2015,11,2864
14-05-2017,37,1181
16-05-2013,51,1562
17-06-2017,48,3970
12-01-2015,24,2333
15-01-2015,12,1143
10-05-2015,33,1293
12-01-2017,42,967
15-07-2013,31,1202
20-05-2015,6,1673
02-07-2015,5,1357
01-06-2017,33,913
18-06-2014,28,921
05-01-2017,51,1621
23-05-2014,51,1847
08-05-2014,46,3111
14-11-2014,7,2001
06-11-2013,10,1060
27-09-2015,19,1186
08-06-2013,27,1430
13-11-2016,27,1958
06-02-2016,30,739
24-09-2016,37,1502
21-07-2017,39,1389
15-08-2014,10,974
06-01-2013,34,2377
09-11-2014,8,2795
21-02-2013,10,994
10-12-2014,3,3267
30-03-2015,45,3255
14-02-2017,3,3273
04-05-2013,16,1128
16-12-2016,50,3008
19-12-2013,18,2027
30-06-2016,4,1208
15-10-2016,15,1244
10-06-2013,35,497
29-01-2016,24,2538
02-01-2013,23,1381
04-10-2015,31,1691
05-09-2014,9,1913
13-03-2013,26,770
10-03-2015,32,567
17-05-2016,40,1536
27-01-2016,30,751
07-07-2013,26,961
08-05-2014,19,1093
22-08-2015,49,3244
15-09-2013,7,1573
25-07-2013,46,2908
12-01-2016,40,1385
28-02-2015,50,3104
22-05-2015,50,2438
20-01-2015,9,1941
31-07-2014,4,1288
14-12-2014,6,2367
06-09-2016,27,1508
19-02-2014,32,569
10-04-2013,41,775
29-01-2014,40,1069
19-08-2013,50,2505
25-02-2014,4,1374
15-07-2016,54,679
06-07-2015,41,1163
11-09-2014,11,2068
29-04-2015,41,917
12-09-2014,3,2999
03-12-2016,13,1168
12-02-2017,37,1077
01-04-2016,28,1238
29-08-2014,8,2929
10-07-2013,2,1869
24-03-2016,54,924
16-09-2013,35,616
07-01-2016,25,724
22-12-2014,13,1442
12-03-2015,6,1502
19-04-2014,5,1483
03-02-2013,48,4193
15-05-2013,48,2417
11-01-2013,17,986
22-05-2017,27,1517
22-10-2014,7,1881
19-07-2014,11,2434
25-10-2015,25,666
27-11-2015,14,1174
25-04-2016,51,1524
21-04-2015,8,2704
13-08-2014,19,1216
10-08-2016,40,1297
23-01-2015,30,699
27-07-2015,43,1291
14-04-2017,34,2126
22-08-2013,15,1352
03-06-2017,46,4744
23-04-2016,24,2336
19-04-2017,33,660
25-10-2013,13,785
28-01-2015,25,755
28-10-2014,19,1133
08-03-2014,30,875
28-11-2013,10,871
01-11-2015,38,1532
25-07-2015,18,1217
04-07-2016,17,1481
06-10-2016,34,2019
08-09-2013,31,1493
19-09-2016,37,1387
23-10-2016,48,3767
12-02-2013,38,1720
13-08-2014,51,1606
07-11-2016,14,1459
12-04-2014,40,1201
22-04-2015,6,1773
05-04-2013,33,993
01-04-2015,19,1403
07-03-2013,13,957
03-09-2015,7,1839
19-01-2014,10,1015
20-11-2016,40,1180
01-10-2014,1,1934
24-08-2016,28,969
09-06-2014,49,2350
02-12-2016,7,2009
22-07-2014,19,1123
18-12-2015,16,795
10-01-2015,17,1450
05-03-2016,11,2820
12-12-2015,1,1463
26-07-2013,50,2532
09-01-2015,48,2722
23-05-2017,14,1295
12-07-2016,33,931
27-05-2013,27,1096
27-05-2014,35,565
12-11-2015,27,1379
02-10-2014,39,1331
08-08-2014,30,638
16-10-2016,6,2195
29-08-2014,40,1218
16-07-2017,8,2687
28-06-2016,43,1095
29-03-2013,32,812
10-01-2013,23,1024
25-04-2017,13,789
08-06-2017,33,845
21-02-2017,34,2123
12-08-2013,1,1728
04-11-2016,29,942
26-11-2015,26,515
19-06-2015,37,1808
07-03-2016,49,2760
12-10-2016,37,1383
17-02-2017,3,3216
31-07-2015,36,1114
07-11-2016,29,1099
30-10-2016,48,3588
16-09-2013,28,1081
05-08-2016,9,1948
31-12-2016,51,2742
29-12-2013,32,638
03-04-2015,13,1148
13-04-2014,37,1275
20-10-2015,24,2318
26-04-2017,11,1956
22-06-2014,28,1579
23-05-2014,45,3371
24-11-2013,47,4919
28-09-2016,35,500
09-10-2014,28,969
11-05-2017,19,1012
27-08-2016,36,1203
17-08-2014,6,2034
21-05-2016,20,1726
28-09-2014,53,850
10-05-2013,46,3471
05-01-2014,24,1770
18-05-2017,4,1167
21-04-2015,19,1235
20-11-2016,47,4942
06-07-2013,26,906
09-10-2013,23,1212
14-02-2013,10,1318
17-02-2017,45,3678
10-02-2015,15,1398
02-01-2014,25,1315
03-05-2017,21,979
17-06-2015,45,3265
17-08-2015,54,897
16-09-2016,44,4274
13-08-2013,27,1074
15-05-2016,54,1207
17-08-2015,12,1230
07-06-2014,26,730
15-12-2015,25,615
03-05-2016,54,850
17-10-2013,14,1430
26-06-2017,47,3320
31-01-2016,44,4907
01-02-2017,20,1469
09-09-2016,49,3056
14-04-2015,46,2720
27-03-2013,18,1285
10-12-2015,17,1222
05-03-2016,42,1346
07-11-2013,48,2405
31-10-2016,12,1122
05-10-2015,1,1697
18-08-2014,3,3019
27-03-2015,13,836
04-09-2016,50,3022
13-07-2015,11,2193
20-08-2013,43,1218
08-07-2017,10,1041
06-08-2014,3,3033
26-03-2017,11,2546
10-12-2016,37,1585
20-05-2015,30,684
15-03-2017,18,1276
04-07-2014,38,1703
27-07-2015,1,1703
27-06-2016,27,1393
08-07-2014,43,1321
17-09-2015,50,1868
11-09-2015,41,1031
14-09-2014,37,1218
20-06-2014,38,1653
15-08-2015,17,1721
11-06-2015,32,541
17-12-2013,19,1239
29-04-2014,2,1855
14-09-2014,2,2089
28-03-2013,51,1709
21-09-2015,1,1756
21-01-2016,38,1277
23-07-2015,18,1233
22-09-2015,43,1263
02-10-2013,48,2810
21-01-2017,6,2208
04-11-2013,33,1196
20-07-2017,45,3490
09-01-2017,7,1958
29-04-2014,14,1441
18-06-2016,19,1805
23-12-2013,34,3636
19-01-2016,26,396
13-04-2013,50,3419
27-11-2014,5,1373
25-05-2015,30,668
08-12-2015,27,1354
02-04-2016,16,839
20-07-2017,47,3663
17-09-2015,54,657
22-05-2017,12,1239
12-07-2015,14,949
09-05-2014,26,645
27-09-2016,53,915
23-04-2013,14,1619
23-12-2015,8,5087
25-11-2014,43,1168
11-12-2013,5,1408
04-10-2016,27,1438
10-11-2015,10,963
15-07-2015,54,708
14-12-2013,14,1907
24-03-2014,9,1805
26-02-2017,47,3745
07-04-2015,39,1463
14-10-2016,10,715
12-08-2015,35,630
30-11-2014,31,1652
09-11-2013,46,4569
03-06-2013,11,2635
08-09-2013,25,647
12-11-2015,42,788
09-02-2013,17,1387
08-07-2013,25,609
28-09-2013,11,2555
18-07-2013,25,647
06-03-2014,26,691
14-04-2013,40,1017
20-06-2013,54,651
22-03-2016,3,2871
29-03-2016,35,659
18-05-2016,20,1193
05-03-2016,1,1349
09-08-2014,24,2294
26-09-2014,16,727
27-08-2015,48,2397
08-07-2014,15,1336
01-04-2017,6,2262
24-08-2014,7,1473
15-09-2016,54,712
23-04-2014,33,956
18-02-2017,12,1322
13-04-2014,7,1586
29-11-2015,49,3751
23-04-2017,41,1300
10-12-2015,35,622
12-06-2015,9,1685
12-09-2015,23,1055
02-07-2017,43,1840
01-07-2015,25,811
07-08-2015,36,1095
03-08-2013,10,1396
19-03-2015,8,2497
06-03-2017,49,2856
28-09-2013,46,4280
27-01-2015,5,1263
21-06-2017,14,1187
08-08-2013,30,727
30-04-2014,15,1171
11-05-2017,13,911
23-07-2017,47,4368
17-07-2015,5,1474
19-08-2016,2,1856
26-07-2017,17,1257
28-04-2015,17,1165
24-07-2017,12,1215
09-05-2016,47,3401
05-12-2015,49,3528
07-06-2015,30,730
11-11-2014,48,2324
17-09-2013,45,2901
13-08-2013,2,1844
11-04-2015,9,2465
14-03-2017,50,2188
16-02-2016,23,988
09-10-2015,36,1516
13-09-2016,3,2727
31-03-2013,38,2307
04-03-2016,51,1740
18-08-2016,27,1360
11-11-2016,32,550
16-07-2017,48,3966
04-09-2015,26,581
05-01-2014,49,2964
01-08-2013,24,2423
10-11-2014,2,1725
18-03-2016,36,1086
20-06-2013,4,1400
17-03-2017,7,2075
25-02-2016,10,846
24-05-2016,39,1309
31-01-2014,32,639
08-07-2013,12,1299
14-02-2013,6,1988
01-03-2013,3,3164
05-04-2014,17,1553
12-09-2013,9,2007
03-09-2013,1,1762
15-02-2013,24,2603
22-04-2016,26,645
24-10-2013,39,1196
22-07-2015,11,1978
06-01-2016,21,1018
23-10-2013,31,1055
21-03-2014,39,1263
13-07-2016,26,407
22-09-2014,24,2267
06-01-2013,54,1180
10-07-2015,47,3721
24-04-2013,35,476
19-01-2015,46,3083
24-03-2015,38,1463
26-06-2014,3,2772
25-08-2015,47,3304
25-06-2015,44,3387
21-05-2015,30,734
07-03-2015,6,2325
16-09-2014,17,1258
23-03-2013,41,974
17-10-2016,14,1339
20-09-2016,35,692
30-07-2017,37,1038
01-07-2013,39,1534
26-02-2015,16,821
06-05-2013,26,814
04-06-2014,10,1051
20-07-2013,41,1009
16-04-2015,40,1398
30-10-2016,35,640
04-11-2013,41,911
09-08-2013,46,3385
10-01-2017,34,2063
18-07-2017,15,1405
23-07-2014,4,1547
28-07-2016,27,1309
26-01-2015,31,1289
17-05-2014,46,4497
03-01-2017,25,1006
12-12-2014,6,1833
16-11-2014,25,685
18-11-2013,47,3466
19-11-2016,50,3291
05-03-2014,36,1243
26-04-2016,16,704
17-01-2017,47,3341
25-08-2013,11,2354
28-04-2014,32,562
07-05-2017,4,1538
08-12-2014,12,1244
13-10-2016,6,1380
15-08-2016,39,1287
02-12-2013,35,581
29-01-2014,39,1104
31-07-2017,25,853
30-08-2013,50,2653
30-09-2015,54,728
21-10-2015,38,1503
09-08-2013,30,746
27-01-2016,44,3986
03-02-2014,6,1817
27-05-2013,7,1783
07-06-2014,45,4534
21-05-2017,53,1322
11-04-2015,32,575
02-04-2015,47,4195
03-05-2017,14,1311
06-06-2014,12,1137
11-10-2013,51,1833
23-01-2017,17,1542
23-11-2014,17,1505
31-01-2016,3,3695
21-01-2017,26,616
06-05-2014,1,1849
12-11-2015,46,2526
15-01-2016,13,716
17-03-2016,40,1283
07-11-2013,49,1897
16-03-2014,5,1435
10-03-2016,39,1323
30-06-2015,1,1881
07-04-2014,36,1060
02-07-2014,37,1800
22-05-2013,35,409
22-07-2016,42,1099
22-02-2015,15,1094
21-07-2014,54,860
15-05-2017,38,1302
13-04-2014,48,4359
08-01-2013,18,1388
26-04-2017,27,1703
26-02-2016,17,1097
13-04-2013,3,3556
25-10-2016,24,1866
13-10-2014,8,2663
24-09-2014,19,1098
22-02-2017,45,3359
16-10-2016,13,959
14-09-2016,6,1622
30-05-2014,49,2569
14-11-2016,20,1313
02-02-2017,17,1391
15-10-2015,15,1258
25-04-2016,32,566
28-02-2017,54,729
04-07-2015,34,2535
12-03-2017,19,1076
01-10-2013,28,1218
06-12-2015,24,2074
23-02-2013,2,2016
11-06-2015,10,934
17-06-2013,24,2528
09-11-2015,39,1137
09-11-2013,25,1002
10-06-2017,48,3523
10-05-2015,46,4687
29-11-2015,25,717
10-03-2014,54,738
01-07-2017,15,1349
07-08-2015,15,1428
15-04-2015,27,1550
15-08-2013,9,2308
14-06-2013,37,1650
22-08-2015,51,1871
29-03-2017,36,1073
19-05-2017,4,1439
11-08-2014,44,4383
28-03-2015,3,3556
25-03-2016,29,1030
09-12-2014,48,2690
29-06-2016,14,1201
26-10-2015,6,1570
23-01-2015,8,2737
28-05-2015,48,2204
04-07-2016,15,1453
20-11-2013,44,4087
07-09-2015,38,1549
05-01-2017,34,2042
05-10-2014,38,2475
04-09-2014,31,1331
09-09-2016,39,1286
20-06-2016,16,783
17-03-2013,32,864
14-06-2015,17,1411
12-05-2013,2,1933
23-01-2015,33,867
22-06-2013,36,999
06-12-2013,7,1421
12-07-2014,44,4816
12-06-2013,13,877
25-04-2013,39,1327
28-01-2015,23,1017
17-06-2017,3,4234
11-10-2016,5,1207
23-10-2016,11,2540
19-07-2014,15,1221
25-04-2014,39,1339
01-11-2013,37,1667
25-10-2016,20,1301
14-07-2016,51,1407
25-03-2016,31,1248
10-10-2013,35,669
21-06-2014,4,1565
28-08-2013,3,3055
19-11-2014,9,1773
19-02-2015,19,1266
27-05-2015,14,1301
09-09-2014,16,916
26-08-2015,12,1072
30-05-2013,16,1075
19-11-2016,5,1235
10-09-2016,20,1760
10-03-2014,27,1256
09-06-2015,32,590
02-12-2015,21,998
05-03-2017,42,1497
21-06-2016,34,1949
15-03-2016,35,800
27-02-2014,38,1616
13-03-2016,41,1130
25-10-2015,36,1495
21-11-2015,27,1702
05-04-2015,18,1255
03-02-2014,45,3490
16-06-2013,44,4233
04-07-2017,47,3707
07-02-2015,45,4484
12-03-2015,28,1094
04-03-2016,41,1025
12-05-2015,28,1200
11-04-2016,10,861
29-12-2015,50,3259
19-12-2014,51,2638
02-08-2016,18,1316
30-07-2013,4,1364
14-11-2013,16,866
08-05-2013,7,1904
02-10-2015,20,1344
11-02-2015,14,1249
31-03-2013,37,1110
15-05-2016,18,1336
11-04-2017,43,1345
15-05-2017,44,3494
23-07-2014,3,3111
03-06-2014,12,1229
26-07-2017,27,1647
08-07-2013,34,2371
05-10-2016,43,1035
08-06-2014,13,888
13-12-2015,43,1338
25-08-2015,7,1645
08-05-2017,5,1241
28-07-2016,21,738
06-10-2013,10,1264
02-05-2015,54,992
06-06-2014,16,822
09-10-2013,11,2392
05-04-2015,8,2525
09-03-2013,8,2925
22-06-2014,36,1207
08-06-2013,13,1229
28-10-2013,31,1225
29-09-2016,39,1127
15-05-2013,5,1447
11-04-2016,1,1656
02-08-2013,46,3355
19-07-2013,45,3373
30-09-2015,8,2695
06-08-2013,13,1010
06-02-2016,54,1007
09-08-2013,11,2410
20-03-2013,41,824
08-05-2015,27,1407
22-07-2013,18,1366
10-02-2017,8,3002
22-07-2016,35,583
18-08-2013,34,2571
21-10-2016,29,923
07-02-2016,4,1298
12-06-2016,31,1598
28-04-2017,20,1400
20-08-2013,7,1677
24-07-2015,29,781
01-07-2017,4,1718
26-11-2016,54,877
29-01-2013,19,1028
21-06-2015,54,1219
12-05-2013,13,1108
19-05-2015,6,1654
20-11-2014,8,2669
02-12-2014,17,1389
26-02-2017,36,1479
21-11-2013,43,1104
08-03-2016,39,1277
15-12-2013,38,2814
26-01-2016,26,417
12-08-2015,28,1001
11-02-2015,11,2154
05-02-2016,12,1141
24-07-2013,15,1347
09-02-2015,9,2018
02-06-2015,53,723
28-03-2017,8,2417
23-12-2016,40,2062
25-11-2015,17,1138
10-11-2015,31,1327
23-10-2015,34,2089
28-04-2015,1,1759
29-07-2016,18,1076
22-10-2013,49,1821
04-05-2015,19,1315
12-12-2016,30,769
02-08-2014,7,1615
25-04-2017,45,3157
11-08-2013,33,1135
13-02-2014,54,782
10-11-2014,8,2702
25-02-2017,16,905
